Entier,val1,val2
142,zkRpqOGbkLsTYbT,XuwSheunzMsIdje
80,3uMb2cYJjrGRFRV,rqK7DrjB7Fo7lfB
51,HrpZvsfs1WnF2Ak,4nFH3yegOafncr4
82,kkkLTqiIDYOLW3P,ecwMgoYeXLFTqJm
142,NJu9AQeWSPe7gG1,HL3KQz1mdaLjTfs
130,sNW9P4OuU6yZGsM,Ju6FLfRQz4QUnB8
174,8MQRgm7aFgTxXUn,8Cf0Tld94ESQFIu
20,TkUuXAs80i2zNVR,AnsJSp4ws9CJeHz
127,IWzQaMUnE8uiZ47,7nmlQpHU8BZHt0y
13,cgjYHpnF2QjR46o,GBzTd1GOKUMxBFe
168,eEsUWOXg4ntf96d,YXjDzAcViX6qWdY
123,IxHipAgLhO3tQ10,XC2BgNDm4WkjoZY
19,IuXxua2lIuOEGxi,78CqE62RwqQb2CH
101,zVSuiw1rfcvpV8E,VH4dj6DHxXNZoQ0
164,okf15f8nrr5urTH,pSSqVnYSDbuNHqw
147,XdoYeMJDHdu9Oon,Nzhye215wp20z3p
62,RT04p6x04vvvOKk,JBxT6wfcgwwJthy
59,CmXjRX61ZE8NGSi,X8y9giG9i7SyRXH
193,18cxCdnwEGdphOS,bn56inOXVRkIsCZ
19,P0GnrOF7urbkscC,KrO1p0H94ji6Qhx
130,axwlZq0cDmB9KbD,eTkc3PEW0ppvDpB
27,bbHBe09drD8oIAt,ROZF8ynFLwS035F
144,GrdC0rD0F7LoA01,8cFeOg2Dyouy2vG
148,Jhif8ZD6WJoKT8B,CUnZagEmrYwYely
122,VWevTPr6kqnpTZS,WOxu6guauSyxZ3L
52,Tmxh4gRilTwCHnC,phMsb6H2fxece7X
133,u8HvrJSyhMFOVVu,e7rUbKlrx3scygh
27,OkQQCByY3IwrSZ6,zWSvPsDAtR82yRT
23,Ik8Z3x9JDYKNZKS,rxqGw0VU2zKL7tU
174,A7BR57p5ujvcLIe,8718EF62J6YYSAx
1,Lm5IQW1GpPs7OUO,sVnLCA4bLhgAiIr
11,aq41906bvS7TuTz,zcBFGCR4wYx6O0Z
178,yYkXhYx9sx14Qig,tsOsQFHMjCS9wol
71,hJdVbevwxGInmji,fmFeYc1EA6lMnUH
98,78JHhkxd5bo0glW,JROJwbICVENfwu6
154,7c2aKleKtcDgiOD,u0xNYM1J2VVSMJd
76,SrBHft5UqpyNYWY,nS9YXyJX5piCneW
48,7G9Gt9cSfQzMObi,4WWRecFkfKt70ey
