Entier,val1,val2
6869,N8vdjFdfhKj5E8Z,vMVdNsp6sCPMQjk
1406,wq23RmVqZ2gTQ76,J8stHto6RSDVVZ5
584,ivU5cRIP2B389iG,eNVsRt7bMH7U6hE
8746,C4Rxzolql1eX6P6,s1vW2LB4ock8nwr
2768,Sb5cnTjm7bonQAm,USxqvWYZPiabUuQ
5519,zkatkt9gu2ttmaq,Jvbl3BW9eXmjeZT
4650,cAcM20ua4gWN61N,KyHXKFdSYR8Y8p3
4991,Ln7CHHKBWZLdSRG,MU5wOjSw2r3zdDn
8789,IgYriIhCS2m2ACs,9bVlAXd7PmkqNa1
9187,ay7HYJMOuFV5dwd,gOpTauXfzuuesb0
6574,2nToxifaKsVEvLI,pOncqKy039UdomF
809,XjGbxD0jmDMOqBP,E3CRLv2Lu2bB7N7
6407,uWZWtoRCTC6R9ur,f3MRCVdAPNYiWB5
3868,V1D5caJ8HTQOKvX,VhNbSMyP06wzlvf
7135,R1p9YcB1KzaRHDa,gxlnTxFw75IqiQW
3673,lCZPHR4nHoddoBh,oSUJK7cd1WCnkaN
5200,o1F7RzM3sQkwX2u,NBacFkOBr8BSDGd
3695,CPdWV1b58LJBZWz,RAnNSnldpjo6OD9
5483,cVXPRtctIcDK2tP,dZcTrMkJeQms9u3
4021,GMgmTu7rUhFMZ4U,N9UgnFfQo3pPrFa
340,9CJgZtUHRlZCfif,YObIqnVcogGkIz6
3211,TFZlAvxk6SWM6oc,FNlid7iygHSuypu
4629,2itZ8zhlp7hb4Vi,xUJt8uN7z9kRuW1
4417,IqNjxjN2NAwSX11,SwCZngZI7WEFdd6
1306,mZuCLwBs2N0xeGi,px6DxAWHXRKlSjg
3230,Ln6YjTrsNZ8qmee,nOJ1HVCilmEMpre
5230,VjdFvNTSpNxXNZW,DscW20jIXADdSH5
8560,vVbWBsnSSHshRI7,aN5oniRQfeAcvGK
8705,Q6GT7psPzGHEbMi,n8MwdbqSJmxJMxY
6482,t59h0HGL92f75CZ,urKxFsqtCnBksEE
4946,N9tk8TE75eQsdOZ,Ymz9hycfgmfizx3
3418,tStcboXf5AJjy62,oVU1BSUFzaAfUbm
8665,wXVNXFD1TwOUSdi,SKziL7I3MW9Yfij
6690,wdn6xZsv5RcsLyE,Dsc9QVn1jEsLj5H
7325,3eOwXoEHEPyNNko,MSZAZ2zzijM1aUI
3408,IZw8OyOCcCw1aVP,fRkzOix8Ea00RpE
2554,i29PVHd9uWLM5G4,47nlHT7SLSLOQu6
7449,3B0gMP4twGNC7uo,IEhasvtetTsl53k
1051,HWJRVnqmXDy2sRF,h0w0m9dWGJ4Xx8H
4399,tooa6d4vxXgetXE,sQE5zHfkPA4w98e
9196,whXfVfZ9BhtWSHD,Mv3eWkPrJw57pY2
9307,bfmZrMacymKPtA2,PXYWSAEIlBeZUy6
6518,asnJH9793Z4j6P1,LxAUtbakt2Lw83r
183,BICX68UpbI8YZda,arsB3v5x6nV0Cfs
320,wQFz8BGTDb5NOHE,6tHqoIJaEcIFl92
2566,NuYxLQNw60X8qZA,zZWOLQFgDOyIbnO
5670,0aqPirAT6DylSfM,Dy4Cdq177zFwybd
3547,u3mYPE6wCbGpfqm,oYMPZOAtQ6fFOYX
3138,slhYcPWr9dTzSV5,adyi5TSmcepgdej
4982,cOVyO42b5nMWMGe,LPgGfTehrt95RvX
3415,YjjZTxCx2IPPT8x,XAPOnQPoJ2EgOUH
9921,XgeobmfHe9tnksT,OixRFKocrZY3HJI
1942,W3oETsUVC83aaiC,26PNd9HF3fvkuMW
1199,PjC6kOIO7DBCYnS,dRnJos3jB7GYyYG
8333,ynArBdvwTiL2FLn,HKJiAKTF9xkxHEq
4067,ZtwDXUPL0h9grEj,HtaZLwatry2yXjo
473,8QSwEkHfgwy3HUb,llLWRcBu0A3r81I
9607,9xxvKdOawqfrynZ,1ARJU2c1Tas3h0n
4386,Eoi6ZvYLlnN2td4,slT1sAINFV9S36X
7005,cvIaKkBE9c94Qyy,pjc4QjdJxAQ6S49
2186,6ZI5PzgF8YPI6cG,daSE45LNC8M8Yqi
4029,3ttYsfp98pwZCDn,5HlGJa9yDv15RO8
7740,iKhLwlFDudGBjcX,gPOvgameagNITjN
2736,9ImKRz5YQzZX4yg,RVS35b5mm4K7ku4
3824,CEN0BOY1ZsLzvJe,XK6cRcVCmIE5KVr
1957,Yzp9f6uL6FGgmcP,9w67DOQIKil6RuP
6561,dcugTodhFUBp5SD,tgdAakQytFX3bBc
9900,4wdcqVdns9M9MOV,t4c0SYwsXEcK3rD
725,MEAbKXejkrt5KkD,aUJEqIt2zAXHAKX
4637,HSDXgoPIbOo9pKM,0LuatwqLx6tKVpp
1464,7UAL7r25BA7RAPV,qEZxI4evsVDXewR
3692,5bfPK2ZyyPIkmvr,lWLLKyldcwrBecI
6546,LPzZmEAjCxYcv6V,SIWCJbbgxKjAGcd
1652,E8v0NxuDUnYSjrF,Ajdq2hbrFbY2NVx
9799,XIBazOIAcllq3Sv,VEFFNU9C0vJNSpL
3427,yljYx6GhIi15fVV,xPwWJGSRPhQbGDL
5845,cA1fGAA14pNNPU7,HZZzrGM5vxg0ksD
8405,3T0cUdvHXTXqrGF,FVu0CMFeIlYKg5K
5450,Jy1tn7Low4rCQ0O,ltNf74GRM2eOMiD
3032,k7B3oYrmIfjYmE4,atWTMfkawpuPVt7
1909,H5anVSr9iX1jueO,WOdLPkFRu9u6J04
5367,OPw2Nv072Amt8BN,4ojzatjN68Qu9oB
505,36g5DzNeh5N02XQ,iXNNhHr5Rwv6Hun
3207,HvQUgUXgzXBcNSc,w7W1KAHnXtBByPV
8234,Kb4GjKvs45pPUsV,SCWKKqMKKHkbga1
3264,TXhg8R8SWcAajiN,H0iMD1o3R5CI2fG
8021,hFww0frd1XTMp84,AtgXNav7dv4yTlZ
4661,psbWHIlZ4b7w9J4,wKpJkVxWXUVQP8Q
604,abR64vysKuAsLY1,BjpqM9bF58UDswM
2069,kMMxjm160rp1YMG,pvIcwAV6QRG6ocL
539,M6H2tiAQmKSfH8B,VhVKoqvyEj4Hqjs
3392,7FsXDpg0Hx5VOge,OnFqowx7MuR5Z6Q
4474,P8GsvcM7H2ymTji,GOz3DqTKfhpGKv8
2662,CDPcwowMWx4CIHV,4VzoJwrZlFlXFbO
6338,IJYTRHT7E44Z3CP,7fYInohYChb3J8l
9272,UB62yA1Q7x7oNSh,vPD9ezsUbO3Cdvd
9526,ta5eNbt2j9VLIYE,OOVzilm4jyKtxms
241,TwpDsrsbgGkPBDo,jU8pDITI0ojVqaJ
9074,J1C2oNJC8F760qe,v6cDJ4j7Owcguhw
1540,6qs9JhPw4X6jjI3,KcMmkar1FNPdG3e
1721,ULcmfSa2M5K8rT6,KJUBM0gFob1MeVN
5483,IhM2EI2xIP1jsqN,JipjJPAeE5uZVJD
3883,qpchRGszCzcvlgJ,AS2QOtHN9voDXCN
3608,CsDFPMBpCnwbNPC,kB3Vg236aOrowif
6035,TWmYInrCZYZXFZl,Oas8DXdyuzsq96I
741,VeMbXvXLjD8ExPD,H4XbaIyyBr2RKk4
6210,9se4LtscNKuJ0PV,8pYWSTLoQHCqzMt
487,QxyiPRJrmVs8lgq,cvrxS4N5ouxFkR8
6526,lKVpNtIbw857bFC,SwU9AsbsJEz8Nso
2467,unkSHrWVRPyMUyP,P0mAUOEnn4jKCU0
6612,1KzfR8VE4ia5ROy,NI13HGYbuC3KRGn
8019,JtCVGRIf3jEMuF8,iBoOnbgXz6pqAtj
7764,MYTwbfpA4QJRJXL,Nz2LqdCsCmwPiud
6786,GbRDGRMyMtqFMya,PVQC4VRKuicXUcY
5051,4Xc9l0Jxb8BHHW2,ydAuCBjEJJjE6cy
6401,VptcZEETCM65Gyj,Mx30iJ3dUJXuUIE
9911,9OWzxdopfGgDowh,Rku5fuL4kmA9IB9
3651,BkaRu7K9J5YrWey,E6OSZYNUA3rso7e
8376,bQVI0s6FsotFLOe,IJ0Vhdl1pHNNM2N
6291,AWwkgVFvs567H1N,EJ5hDKCQia4Q3Mh
2095,qj97Ine5wwXGij2,MV1H0pgwYaRWhdP
9530,qeEcDUETaMa3lPF,CmC2oqCBBduVTmq
6568,J9YChPCpowRM4Vk,TeESpzIIQ5o1akm
1719,ts6NGKJTFeXsYRR,EDz0GFdtleemfip
6862,TmESTeHHMNKPZpf,UuOCllgRd5QdyTa
876,ebEO3mDcuIH6vnj,Jep11ZkUFCWuybO
1279,wBzUdPz5oZFmjwz,Y0OSFfqU8JtYmFQ
6433,wTbB89MAfi5c75o,LUyHF9kBqtsjSBk
5670,nsZFGVfPXNkU8uL,rFuOF8hEjq3fnPX
35,NxIyD0s8aSEsCgn,8tNnnhPiE81l5Pm
6287,p3Nwtr3Rcxlzo3H,T35vDvzZBisn1qw
9152,mEn4Cw0lnctrEx1,S0semy2FgTElysO
2044,DReVz1bRBvpq7vM,KQwYEYcgby50aq7
9293,kPvv3eYIn5wUUAT,vDxdhmxlxgmtpwm
5929,AUG4npP6iZXNbrZ,aVLiKABUBxGNTmh
525,POUaSYk14eiuqCG,Gd4FpnMphL466Yf
3076,C46TiKC1ceF5g8M,5c297Z9Pmkj8gqN
2805,V19PGolRtgJ9uCQ,OQjKjd4PGfOtUIL
1582,IxETEjKQ7QMhUw1,k3kFiQYfQUTPNtY
9553,9Xtvfc2g0APtIlt,BnH3bFzWu1zUPZe
2271,1Svh5YKIdkCxNy3,HWAGmusM3MKViby
2930,UZUZcNraFCZJ5UM,3ue8FOUCXli2252
4351,V6AJe6r7l1r6ktN,FYGXjI8cRkfq8UO
9363,2yJZEaCSpQfQTwC,vXwEf6SpwmsiiVX
3996,osqR6SA4EHzl4xs,bNlqNEpn6Y81OxS
2556,Lsve0igki6PWQiV,zvLvDPaHz8Ph094
8063,f3Gj7wOqkpqsjbw,ZlbJHT5VImEZmxq
1678,hcLATAae6zeJj98,AbXhEAq1SBZOnfq
1971,7rWhQW9DfK8PD0H,3NhQa6s4f1syfjP
8495,r2zLqiy5pHw0keL,tnE0sQfvZz0yeTM
6326,YFlcjkYCMcM0Zk3,f2tjEGzfvFmzn55
8886,iUp36dwkadMQ1Yx,VH91CzrAYeuaApo
2508,zjidvDkuP6waqrq,e5pfK6QpGLqpPjc
6311,VrSZ9pQuI0rC3w3,mSYyu3Mcmob7tsi
418,IiqDQtMPr52SOmL,r48a0QNoJHE7jcD
2807,Mdsg3CPja4kT2ae,4Xv8c0qxg0UQqNi
7294,Qo4vJJHjWeyp923,GKjCOMsgo2diGHf
9901,lT7ldVVwixnyZvs,K0PTB2TJG0QibRj
1976,k54lodewrLdVQHO,6hIEm4zTF8jNJPK
5635,lbMM95dDmy9M9ww,1gTgHxB1efcKEs4
1616,RKPGw9jEudZ4MoP,rHO7fkxC0EUMLh2
2500,yJ4z17s0uqKURL1,9QVaCIQNcjOHc5m
1869,4tjcYBI5HMyFMhM,qHRBp6cnnFvL609
8123,1FND3aXASqlivKh,34lcZv4e5bsqEW4
12,T7YJpVmUvv5OLYo,22zO2beX2MnMlWX
7735,mYSQLFraUSL6856,hzlEND3fRu9h8Sd
9600,veDVbYtY3EL4eH8,etYuS07lnHSen1v
8770,1RjNwY2EJTLld8N,TEFWSclPmK4bnxY
2818,Yn2juUMs4ShYk7M,jnuTKr1sPeiqpuX
8540,wcQk69VNtBsGsqp,U5OcfLtJXeiQn9c
518,KErUpyVpd0p5EvW,1zncDSHct9eiWef
714,QGLAEW9IfXu4lhw,F4Rd7JXoxs0gzeg
5009,z2y8T2aYj6S1egp,0wiG3RdKZaNJw3W
9220,WLNL9wwoLP3C4v0,JuV4txz935krMAP
7464,KrvzqkrDlncPDX6,F73WQtJ3EugdtC6
2167,qpHaTW2Uv9Cxg0h,JmvDVPdJIIav3BP
5241,Zr8Ls5phPJWPUkB,GiSVNtsUtQqE3Qa
2882,rArslrkKQnRJ37X,4VKx307sTYY1oQZ
8920,o9PTTHs14AZkicB,lV32ZlgS2whAA76
9416,jIdXD2ObolKpfwt,mCRC39pwwMaMJQU
3838,gttLCKL9bTJUGWB,g67WAfAYfIYw2pH
7012,dDawJx0pENBmoki,zsYSVC6rVCKAuyA
3360,FHfwC55NAWnjgve,5eRWNXHStg6AW7w
6124,r1qAV6MNmWdECdb,hQfymXYcG5R7j6t
2008,WOO0gJbHtUNfRzN,lWw3jSFSJr2RU8B
2714,oNGSe8qaarhpNaK,R03RBzuxgatVqlA
6107,mB0LVO8HR68q396,4ACQdunczHCYBp5
8698,aBDTIZ1uXHbfsCE,2PMNUQs5yDXloYQ
4954,K05dNhrFBAs0Cat,WsNEYHoCCB8MqRN
8297,1O0iPC2KnqNwNTe,PMxmlbgNQ5kBk1W
7180,skHZrj4nHXocFRA,Eq59lKpgPY7c4JU
6302,3GGsE0JEjmvaUda,Zp8j9jd2Ga9MbBP
6840,gFOuQftnc4UhIcJ,UBRLgUv1DWScNC4
1006,9G74rU6u7hQ57r0,jSsQFwDNXYXBDxC
5992,LF2VpE7w2lIB6Tn,QMLx4Udb0dM4d8M
8031,2rPCZWvB2Lt9InB,GzPANydDR1WiRS9
8176,hfcmUL9S53udlkD,Zl78jvIiYSHNNlN
3104,OUhPi4DhbYSlJTL,WPYOALLnL4LLdYS
5991,x4BnZFBUqYCuG5Q,aaLcD3D0ZusxdJY
174,s6KFOVbRHuCq0DL,Lh6CM0E9RXQiKeJ
9322,WKRD5hD4EDOeLTr,NW8Pvlzuenm6xF9
949,gc3aHhEu1h7AkV0,4Cka6qNKp9gYkCO
6748,6dbMB9xgVNTmopo,JykMcIli3G7X9qB
5526,uu4XzauFdNtO7ou,K7OHdETlEZWzv66
9339,tyKTGGCImqvYJQm,WK8nsCF80nHa4RC
8617,wAYLauQqYpzBN9X,XW0Z4BL03Zqt0B7
2907,8iEC6wNV5hYfwCw,LyviIk5eUlpZXxO
8928,Urwjko9v1weUUws,YHFdlzHnsfqA6re
3377,84aSE8fwIo91Lvx,i4mhiybpTGWRqdt
5299,VmeGyulOspy3C1P,IjEwiT0bsVKGttC
4748,f1KeBZnWH4CwYgo,GqrW5KUJqBc4XCd
2026,qNw7rySoq9pyzdl,w9u21PTUYg0rqtm
3677,4QG5hasJDtEJW3p,9h5xuIPdMmV3fPY
1798,TFUnpGuCf5Jw2xl,CVGmb29jLHmtqKt
2134,cCcV8ScZtmzdFjy,jwThCBEUfwPUkro
2468,VkjqqCuc9KH61Ei,L1Y0geE52XHxxxK
4288,l2jQVuoGKntKJsc,efoNBxX87FocoOD
1103,rchVaeUxy0MzaSG,gxj8rgHaBr91mXS
137,TYaRYJvnA3JP4G8,kIZpEQfmHNHjICh
421,OjfTPLtEKHHhhi6,yMi8H2tiT9trd9t
2446,nlJ5q3DgSvpgxM4,Mqpp7quN8a3mjJr
696,JTTSSoxfT9cFFgM,rsbeXhyC8u3mi8s
4115,FBbuuZoZy1NzGgZ,x6x8n5VFhujNJE7
5419,fr2a5eRqbGpRy9o,OxTGiChY5aFq0Wk
3255,abuWungEjjYAdYk,s7TVRxB6Z0dqU0t
8320,Y5m6wwFzDPHa46l,akEkmsuYxWJvd2o
7287,MG8UXj6oo7GFOvm,HQT4DszEFDgdpyP
6090,Z6YiXs5qqMM1Bwr,uIfGjfeLQuE9LBo
7597,vOP70Y7EkoPwZ1p,afXXjxXE3lWQ0xk
8747,3AwzBLeoVMP8p6z,H9E7X0Gzl7xlm2Z
7261,pq8pncHlwGV1mXN,N6PsGXIHmlhetHz
5646,UAR128BnB1kZO4Y,7v79GCpNxrW9r1t
457,Vf4DJPxMuCg5jNg,FfL4Jh3bBt19ubl
7397,uZIiWqi9I0NIHaX,dCGehSz0Vgyl2aS
8099,oti7aIfrQYv83lB,VUUxVdHa8rIYQPl
9039,fHXvgTPIAm4alkK,fSYdusOomXyhDtM
1115,OUvg4PwppMG7sH4,1lX37jgeqA6asXe
7247,1GxS8kxzV77u3Wv,65zXtQVMzaEj01F
430,LZWqVNKuYLbLi60,8Zff2aRH31ZPLEJ
8254,4bJtApHJA8dIGHs,WgyBX1XSJ7NsgQk
7936,igksNencua2MbpM,NBBtVKfSS3BrS33
947,iNh5BtX7mlqnwD6,uuZMwiQRv5sNWEK
376,WlQqti9YjxMmSwo,MpbcHsym77dBbZd
1721,U6j4zhInJBdIHAX,Y3286HL1aQXwq4f
4302,5nL5xkMsWrDI1WC,dXrtiWXg9KFPWw2
4167,eyUE24gF11mHtmd,GLWWIwH9bWgWztR
3241,5odlBvGwCeb4zfv,B9pRoVM4hyoHCZc
7428,JBMLiFTyph6KWaH,uyC6r8GQBU0iCLk
9892,oLn1uQRUxryVptg,uoXZgyctRd0nC0Z
2404,qgEtzEctTjhzNMB,mBjmnhMAzqeWunv
1795,osHNrLrjqjYgkl6,QFeoh57CD3ovT40
6108,2hNSpylIesVr0Z0,n9sbzd6888k39q9
4147,bl2qizwyGRWsKq7,sf1Xw8gagD7nstK
1131,fjBrVX7AU6XdHdi,ThsfUqyNJk5CaFs
8808,7iJcQ3ZMTP5FSt6,wAgQNuoiVT8SN0a
8811,kSP7cLEmAPCPHU8,Da0S6riOXWXR0XF
7847,G3SZfeQfS0IPXsx,ssj7Pc6vbyo3H8x
8299,20Wzpz56s5aWxsG,H5qDbeV1e030yht
7839,fm6PkkNu7vRKFvz,OwGQM7eUoFATFlg
7412,shOzPJ63vYboK7I,i6jnPYAnGQMXzu9
3617,tmc9mly6svN39ad,gX5wWXqsumEWB4d
9919,jcAov60GqGvrqMH,UDPNoxGy5XQSoRK
3619,bgr4fQxCpqbekQp,t96iCBfIp8pGIbZ
1627,a0FtDdDH61Getyg,nNsbq5rvYH2d8Cz
7529,f9oAiKAgauS9waa,8sftUosi7ob8r4B
7572,PaQNIh8f5aYFJxX,qV8HGThMAnO8L3d
5966,dtiRAlcjXNOLVB0,LRhVzvBzjxzYL48
1441,25xJLgI6ZkIRQlm,zhGKIRn3Zx1HYJj
4219,MX352asjLsCYFCG,XYth4WsUmNHrCx2
6712,pRENw4oj7zva46X,y23LUtqaURVSgav
5275,Z4RGW7fKo6fONvv,octer41f1OVRlGR
6865,0ylJCqPWqnD57aK,Vyaqj1iw7r7YyeI
1411,MO8GBNY2T9EbmKf,lbuJilQFIWRxtvO
854,ZarJ969pU8VbN8V,S0IvnHc4RwlqY2s
809,GEHcC0YrYjKRke1,uUs9NbL2G7sO2YO
5616,KGyrKQJ1XxsClZU,zcSDSTF4GMvAIFV
3965,PA2HlAxQJg1Gsbr,3wIFnqupxXCPfQA
36,hyuycblNYN3R4U7,V7DqCQM3169RJYO
4463,UcXiHPSr2lL6n8h,uYjUdKajWa0Zusu
9922,gsJEEIl18BuiSgR,Fi2Y3vyD1lHbsPt
9130,KcM12FgmHbDc7pP,QgQzBFFMBSQAf4L
3184,3oo8Gaia9bHYMOp,HrKZhcoYUzHUq4A
2240,b6YsBCPeBY7NDm6,KOovH9uxawwfjKr
9139,bzm2Eo44ZmXl5Oi,8iStEjMzjNBMFnu
4400,uSYFokI2zhVZzVn,nr8K9DQgyeID250
7858,A5xNWniWn8t6K3j,OialejK9DKIlgwK
2072,G7GxY0VO9aqGtai,PZJCE4SI72Jd4l4
1457,1AIPbr6lniKcOdg,fT55gbiOkLQKnAr
5850,Tnq7IimT1ZkoxBj,bHCYbyxX1qtRBfG
7876,3o0HbnFWxgFz77k,xf33VVsTYE025mU
5616,UarbaeQbT54BK5Y,tddaiKexkZ3E2Kl
4859,dk9OgYOJzfUaFaE,4FM4Ie2W7pP6lhJ
4823,stlk50lLVoN6bWa,E5Tk6Gg9JFqhy3R
6371,XsYBiP3KfQGmL0L,M6qQXXhTVEOUF9l
410,hPmy0hqIrIt2OKV,ardHqMb0y79E7GV
6482,e8NMN5ui7KrEbS3,xjEcA8UTj3wJlPi
6600,eaiJyhQfAb9HLat,QjLAMz24FCfMUzF
1937,CCdqDnNyWrLZxNH,nwfI47eGZqOLWot
9626,XqDpqCpgNF6Dvwd,9nC7qgCALPki4gF
7674,69t4sSinehAeV4Y,T02pgRtB1q46wom
8755,YpVO2vNPAVW88zg,SMboUBjNPEktHlv
152,sc2CWcIr1bjK19B,EaaY72W7SB7aHXT
3065,CQ3IrquYTQkpIdA,6N9TWywln5tE7MR
2185,0Pg1Gw6e1DSo7w3,g3vTDIdZRp8E0sD
1815,juKlBhfUgi7Oc8C,qr1OAQhCnX8vKAW
5568,S1hhgu8VGEeGAG9,XHwg0jz7Cj6c56M
3056,7eMIQTbrcv6YgUP,uUR81lPFF5N9vMC
6374,dLP62yRPlq3g44q,i9ZQpp58N2sD3my
2678,C7OjcM2y9I8T8Jy,KQOYerx5jWVnNlm
2722,qlZ3ShxhkUpZWFN,Fwc0570g7YnU40a
2370,Nx18tr0XUd7X1d5,jY4kGGOSl7tpbZG
3851,t3nREe2UpMJlKCt,mAUmVmFzmZtL6Mv
9355,B7oca4kBgHHcO10,oe1hcbwKMWNDJoW
9324,qC8d4BDwRhEtu3R,8b5PJ1Cc29Sz4uB
5587,TL0Gjju9v5IczaT,mZLeUeDH3Sr9Y6d
1378,CFLYBuE13gXawLj,Le8qOieSp58EWBY
7604,jyEO7B3LMr3zdMd,scvOnbG2e3Hg9AT
8018,qqo3VdoC2CVarah,riFSN5OMrrXdXI2
8968,jDFnoWXlvDCtdMO,mfWmHRPAmuvs6xz
4824,05KwKEitNACzAT5,yacXf7EhImURBib
3965,oisypbLt7Sogt5o,mi8i4nJejwbLwWj
9565,OyoN5UzJbmUjfdP,l3hs8BWLOZlSEKL
5697,sNgyxfopJvsklX2,8Te0H8g0lN6c3yE
7155,oX05prmpurozaHG,sidHyfaTribPqh7
1277,IhMN1CwsuiEIycH,L7Yh2nUNsP3PXHT
3224,l50AdTJDaDk1gpO,7T0v6rVHTDIubus
988,IyFCWBUGOa8lcq2,P4p4Jy9JQAygjao
7973,wsR96mALG6VeujI,dBLjP6jG8StFYjK
4860,UodZRYMkyoliXbQ,yerlFLCaGtlcyb8
2217,zDbUHP8E2uZ2jSu,Tea25b0qgMuHCbJ
7217,DX7y3VRaRn5KuwM,m22o0WbpOqf6dNX
7760,ZtegKGbyH4hMbRc,GHqvcnLzatojs6c
3604,UsiRkMyE6dke9Ij,rQKbIMLtHjWbW12
9349,XMhSAeAgVQCvU4F,8jFikPTSGp8U72M
5843,pWO2AQlCD05pWX6,9eW56uEYYhRerkN
1517,3i3uJCN4Wbux5cr,67daA9AuAEJMLtJ
4256,tWCJMPfZpUKLMQ1,JCzAp94sI9bXkos
4648,UedkuR9CHSiU5yA,I38q9ihGUfsP7mv
9841,UbEHZvnbXe2Oub6,SsF2kWrvY7dC9Ha
8772,Amgc4D3voV5ZiTz,Rcb554dvy3PBg8I
4823,0jh71iU5Oqo6vd7,fTRQ2q9CeFOyYXO
3983,uHublcWqiCDqszd,IeOFU5HStccTang
7798,FtFaUbJA6AwSWMF,FaOwmLt4HbGA5mo
4405,YrZAcyJBhgOhGEe,NxXWK2g4wBKNPaG
1116,F8MqKt72qIv8mEz,GtLjfKK2nQC37Bb
1645,MSq4Z1pCWOLGfBd,TsvjLbis0b0JPLj
5045,SsDWKK1LLzyrGw5,PWuzGVQqZO5n6ad
7312,VS2PCJilZKWBBAf,xHlWoO5OfxBUjxV
8107,2lfcFrOXM8KHfW6,cqdk4gLpMxV5Vc3
