Entier,val1,val2
1989,TGWuIAZ17x9Iswr,LoHFqjaP6Q3uIbC
159,ZPXFNSiXwqdGAcd,9GGlqmJ7MUXA6BG
340,PzlLuBXW3Wwp3Hu,YAcOgA2MHzx5lDp
1423,wCQGd7vg0IHqnme,Mbna84iVZmKNZpJ
259,g9BcwhocQvAHDBW,V3r1Glla8f6tLe6
1603,VVmm377PH1jM9Qe,h3LUvv2trid0AFy
1197,cBAbgwfm48RJ9SP,0lbnAoQeUQpwCyR
1172,93hgjZyyVsrX4o7,756uFBpBrCWKfOD
231,nylWmTbiLZ0DcQQ,4qWFOUkrTHFCIHW
927,gNGd45ACCD4ZVym,swiKTCs0pI0yoaJ
1378,GK3iwGgg5yHhRaf,rNca1U0SGOuIvoi
66,tOhuv4DpCAzKg6X,ht2U4ldfzShqeH9
1844,bDT4wKYepTEWXaB,P6CGMJC9lNuJ12c
370,ZlNTR8oe8i04Rwp,2rrwOnJL6MCLf7Z
817,ly9vkDvzCG5AzU8,2j4ZO90Jgx7SRXd
614,D3LF8wl38aOToZ3,sseDbYGu3yWqHeP
1713,3Cw5tjmFT4VHnTE,zAcl9pyasttUxGW
22,XP58RGf9L3Z566L,5BEexLl56lYvyKO
212,wPWCHE4KtHSV4JI,rjumTWAux43OCLq
781,JuVM0F0T05aQlY4,UEsIH56VrQkuiio
1861,0ckqyciGHcHCJ2u,3MeACpwPrPvdL5D
1280,DlVCeFlgBX1BdoI,hzE1rPUGr2SciSC
116,40IXTTgnit77JnG,wWzuvPlQmjLz65A
946,oHZ38TLnfw9T3xc,ZsFjd8kudgAFrsV
1271,q7G1qD9xgEqkXKo,yervPd4ib7cVrEK
1106,EaOoseeioNqiD9h,tajpUDshWxCVvDw
1567,VCqfZECRoUE3nUL,waIOB5F9rSYOSEc
1147,grEl9I6srCeLlKp,awPdH8D9mbtnh4R
1150,zzmIuZXWczcN7iS,FXTTGKvXWcoNmgp
1421,UswtUWrD0WNYsye,z9KaMyvRmP14FMe
114,y1lZJzG3y8zXJrS,DM7pxY9mLZbZtbF
220,zqmj65OnhVPsWeF,d91qf0iAfCB9INQ
871,ehLVOrxseOswIAg,6Hzs6964yoeFkZo
1184,DGmAD0iQU0WXEEY,iLzltVbtWz21h2w
1856,XnjbiRl9Tg80hCR,BIFg0uQ74JUKdTg
710,kuZTjq9kVHDcGQF,nyeftm7JYGa6nG7
819,bVHKO3jEO7nYg95,SeaoeL1W35EUROy
584,DBeYKtKIAXhX5bZ,6YDVWoBpZhW9bX1
1992,O1Hi3FEnin4udtM,wGkfitRtcqGmAJF
709,LgyCXkNMT3ukWRw,Hgro60UG1kBl0Q2
316,D6Rf75hwO791qSZ,JnYl3GUS92DgIK2
995,w6K2f01Apsjv4I9,GYgjUnZgLsXBWu4
1802,NFxGRI31gvmnZKO,Jlw6Qs8YBKtl5oG
730,4y6DL2VY9A1lQUy,fHCLzDHuO6AsiKY
459,NQxpCuRzEacHSZi,6LZkBwCN7buO17O
1159,SLY3IKukAZwAXLI,3xixM76ELAXP43g
1535,j8RWEUh3k18bY0g,GzxNSU5i4zQyRVC
478,rX5JOBZoncN5NeQ,tYsYkKTbgpiZ50L
1554,PSsPirP1BFdv9jN,CUTmuqB4PDVGstO
1309,1ekpYNpdLRFpBM3,ZTotcPt1Astm3ih
1484,UwrFxAm0Agxa7pU,3afSmeK9nBtcib5
783,PJb3LokLhMU9IYt,jSHJjiLSssEvp0s
1971,H1qldesvnsjR4Nv,zkqZipL0AYIok27
290,eq9QR4T76g4xmwQ,FHuwki0bMQhO51K
1665,uUNBcHG0KfAbaqX,araqb4h6CJkfYFt
1438,9Kxm0Pf7dZDW8Jh,FEesTGA2XJkBgZd
775,94jktYzIv5QPcIw,93GIqu27UwaDHTI
1964,pRgmJOd422imhQU,3CIKBMGiLMA7ZCE
629,51tHkZILvkaSja6,n7BUiIGktKpElJV
349,HG6DyfrFX6mtvml,BSuel1IEO050RtZ
607,1P8lpMxQkaN5T0Z,PNzj7CSYIYORdLA
536,SOGAXzmMazzZDMs,9z5vEGgVMgWG9Lp
75,ffXAz5DRaCriN5x,Dh39OZCYb3Z70LR
369,b0Pu4PWNW05RT5s,Ivw1m9x22BEC9mm
1299,uGT2dc62q9DptEC,eZUQKz8JOXw59gL
276,2z9uudlnIZAvo1Q,jEupyzC6HGh6tnV
528,gU2psYykPsVQhxh,mVxwXP68V2DO2Ef
710,pz4PaZohEagQoEJ,2COkKzKQCf9TkvS
1743,Q53Z2sVmrvLJknm,u0MTKliC0RC5C7O
57,ElbHhwxzTSvGyES,9CDcI3MvYJwtck9
317,SEzA2rbvRkYYW4S,8mvFrg1iqWeZdg0
423,7jy0yEYCaopZe1v,jPYDOvTzujIcNB9
515,KARvd9bdzVd6P0O,2APhQrVrM59dT1C
1111,cxfNRWZVgQoxrQV,4z16hnfhzKYXZ2G
1380,kVTvN1Ok4sMRLsC,vdoCyNy6LolUoHI
262,U0nDkXaU3xRsCw3,GDhtvqSobkqbtHo
1842,0Xp1fYiIWvwiG9e,1pCLV2YmEHfVUkG
662,kcenWBfNFtuzbv0,xBG3xzgLMumEmnx
903,7ztSS2u0yLKSBMk,XWZDsBbyVCAVkXq
1096,Ab5QhpiKGebDYn1,AnzAKdy8ObLATyf
1568,oka3DJwQbaorSt4,060pXtwHyFCLe0K
1205,ng3lGtbA8N1rhH4,F1AFutGYrYrdegC
1260,KTUMT2gSfqHAwWz,AccLCj8TzYNRCdk
1486,lig4Cc5h5tuEhXi,AyMWqSjKFRN6IdP
448,C0utPifWkp9CFIT,NWR6qKFrm8fZjmO
799,DuT5A0L7Q0zPveG,tZGJTtiatI2PxOq
278,RKLn0iCRuAYCWeD,LogO0UzVi8iBkNf
1938,OhJRG2byO92H3mx,wmcSkP54aloivYP
1668,tY72amR46bavVoD,d8tEbYTSPv3oI1v
705,lo9q8ddMw6JnxIh,AAhAs4b9wDq10Vo
457,QP9w04d7BsR1Bc1,R5eVTTuwuSAihMw
1978,hdigusL8cyFl9rJ,RZ63oo6AJShSUxN
1930,qWcWSdI1QdBHo5N,MD1d3Iow97upVsS
1585,jAuVs4LIjFL0kat,DU7QTRqGZACMbco
781,iY0NZaziTLAsUKZ,o2fxIB8IEKxbBOb
1812,fZKnKQJAPeI8Zek,yJFxzC3CL7TPbUv
1339,hkoJTv7eY5ovzcW,WIPmiw6xPxQBV6j
171,2gIlJZYYJwr65pg,lcJDN5qy3nXPz9q
237,g85MkemUHbSU3oJ,qrOmFE0bbuY09xR
1359,OfqU0kWE526T2oA,zd8MtSjkbL9OjId
119,MrZhX94fFKUO24S,1naO0Miuvzhgu49
1746,T1bHaASLq6BeaP0,Z5s0rZXM8k1bCrZ
1484,8KSrhyiQm9pvrvg,jHofhqN1a3HcgbB
1555,DNBaiVb71fxRNr3,CVXe1rdJR8tc0U2
357,wqV6METgGdhbnYx,2vqrmKHarmufebF
108,5seiK7CBEUMVpvq,dOTJVJmXFSOgrqW
1210,mbFB96CmTpazTyZ,ERlKCC4VQmqGDpU
340,lTYAbtVI3THmPKJ,SRpqQGlttiguJ96
1949,1P6BSdCc3qOCb9g,7s6RrKS9nKFJu8g
854,1DNJZzzKhkj27za,QTpUsbUqGQgRiXM
1084,RXx2yOx23wBYtVR,shU4t2hnSndHAeZ
1180,mtaOvy6WjFkYKKk,A1Ik4W7zTuUL3wb
1742,tYIB4M0xylPpXnG,JzE3zRyVoRcoMox
94,fjcevQfGN6CTY6H,ykOf7o99xHzliLS
1458,EF33MlNTs5GkJDs,qNR8cVO5sb43Ca9
742,hzk0MThWKwK45kd,nGGjQcLqWUIM3G6
996,oGUFLgpJD8o7UuZ,GRR5Ie1o2Yvnyk7
1817,jkNabPfwsBjmEtu,ISmHMOlpn5L26tj
1365,t8XmZN4E7NbaDxZ,TCmxU2YcTjRq8Nc
1536,5X9a81FK6yT9YCo,eYM9c6IKr0pykGy
167,qVfUVItfoTWUFyG,FRtwzJnGjrwn3It
119,loWjIl1qSlsiq5a,Rf2p6Xe2mDpvSzM
1597,h2WH6vWXhpiNvSF,OBGg9woh9wjnG7b
1253,yb1h7FfwmnbEwQd,Mh25ndQRhD7wl7T
602,TpOxIlEoDmNI5Li,XuO0WzsXI5pNJfI
664,vJaMh9YHL7zHlY3,p8ZRgiWUIvlUGBo
1308,i40RcdgkDw676v6,Efsn0ywPkgwYhTG
241,sa040Thm4t1PA6d,4abRD5eyOqHdHGM
1873,kiArxCQ2hAyZ2fG,4i3HzF6i35UVZj8
1489,2xLeM28goiyHIEH,7Gu9kOvtAO3Ilr2
1244,zo4ckY6FEwiNMOM,dzlhgBNYx2Ml7yg
723,VPNcsiBbV0nJB9V,S3PkKtAl7zp4J1Y
952,h6UMzFJKjtld5R1,0Hw3cElKR6fzR4G
436,vWaMqbi9KjZH6vk,HJ0zoySYCVbG1i4
926,DnAkadHQ70YCm2x,8z382f0WBBjGKIP
961,feldzTm4GhiiaNG,kCNf2dOpfeulx2j
831,N4XMmhK2LFoSl8s,dSEB9S6sSMVh2TK
637,DrGrgzRfa4Pa0gD,hqfZmC5bwA0IDGN
1884,CHDfQDHW9iAaOTd,TAANd2k4Q3QIEWZ
4,nryAe5CsIRMrEGY,pWU7bvyVHKY4fDU
1280,Y7Jz8b0EiN0Gy2X,RRHF5RLTmKNY7YQ
1423,mXMklrXvghKWxq4,FBzONVV7dAg5Y5V
40,YSDibSyfoO1mAET,z2E5TG4sAFsNRg1
86,skL0WNutwmdP8eq,zCKeoK29MPb7bC0
1370,otbh1Uz56WX72Dn,cykRVoLR5uy9t5Y
26,5GKwTGDKl33EUhK,b0IgQ8u84eETAEJ
68,sMpGU53PUnJdK7H,nGh7PdYhrOZNYup
85,5Zt6P1V4xdGUiA5,rjw0TAX5Ym3K6OO
1972,k99SSnDo4MB7J1T,pOHvMkdk5MzKcUX
1745,M78YUxvfleuxjcN,owoWRdFvltQsNv9
1188,JDcJROwHU7eGNLW,oqb00S0d7as5JLU
1816,cX39GEUFCUrFBju,QeNteVUdCogJpXS
209,8uu2XXm0JowO6JO,cqj3hZACsHtWDDP
615,kygweSDaFBZRQh9,4VVUQfxA3QnOcoI
1231,ehwB6VLPtuCKi5V,pRRlxLZGbpgNvna
385,kByHI4Tjmsc3nif,fq6CG2NVf4jBurx
227,8VApNEmQBVKXfnC,MQ9BfAP2VZhPp2R
1992,I1NZ42cdI9I9RfO,hnXVXwdwlwacFtL
925,Z0XypYuwuwXYVYI,IwRLvAdpdhX3g64
1564,ih3gZPoddpyuhid,fW59noTI9eu9PV5
1165,hw4OFnk7LMrwuUH,YzOdIuw0LrIE9r0
923,vPxAQtxu0fE3svZ,essSbExv12YkGT8
1488,1P1arTNQvRWIdjG,ZU81Y8hkMeGdgVD
735,UtkD7utLqMI0QhS,XC7KfEsvwxO64lU
1014,skIJNuGhImuakxu,lhyzsmtwDAcXLG4
1768,8shwi3nLvTnJnIW,nC5ikgWCqu08ZpZ
566,JgTg6LtifPuYcYQ,iR0CBsq06LyrnU9
1550,c1hBxXcLlRJwje8,AxMZtl9TNHWiuLc
1697,0OEcm9fUyZkwyD2,JdkvjINrtgwS1tV
420,p42knHh21qty9KI,R5ReGyM6iVqnJWQ
362,1C5oddPaVWe7FgA,pGqxnJRnniEsf4F
1573,hHh42qmTC6o4Eu9,nu9qKdJIbGxYXQk
646,JY6e41bV4dcGMaR,NWSwf2D78xrmORH
533,QILyHk4PEFdKePc,ChqUMrusyblrc8D
156,rkMfAocJrqdAypH,iRUP6nSN9477I9b
1539,t5ilvlGyB0vBTMF,Is69v5BKlxHU007
1727,giwBlPbJ3SFyW0u,mYK1bUBsHzxtg4x
689,u6j79ahBInuaHUF,KYC1ayW6adzrYuO
895,LiwF6s1yvBGichA,p6M6U1lkqHhn1Be
684,LwDblOZfguaekkl,qUQwm0ZdheP69Bh
790,QSsioW1QeRXlAjt,zDCwGksOqf0gwy7
553,DIcpIAtuekKjA7R,eOWySlgozhFzr0M
156,GdasBcxkRs2c682,nlDqfaQHNvIKwMK
1223,OLazY3n019KHV2F,LkSNR7CicTPCLNu
923,a2zv1jU9w2Ska1R,qztAMA5Wx7nVPMz
435,nes9PWuMxCwbww6,COlpybA0U6WUBcD
838,cIAMe1AgBb8RERI,tPmPWTPhJUQzS4G
1804,QgbbDy8lTqQRaqV,a2n0DHz4tnEiE8q
1241,QaPVtUvWEHGylRE,TffZMCD3mwzG6NR
430,TeMnDGcEABqqMU7,7gTslIBrABsxrcX
1316,HYW7zjgJn6josxe,3lH3XI8d1lxzi6I
780,X0GjsekEIwMU3g6,jwz3zhKr2v2ftQv
149,Z1PKKU8ucRmE3GF,gjwfLhCaUK7hOC4
1766,HPJG9C07yOq4eng,OPhtwesPvgZXKVE
406,p1lqWcTWUyjjEZm,RktTCfcnkEQcCXE
511,fChKctF2uAt8rTS,aKoO78yfk3USo4R
817,be0DcktIme2McTo,RkUcbbh9AFhQ2W5
1293,LRnAqCcNPNnRw8k,QvmlSiqs8QIF5Xi
1290,DjH0Kl9JdV8046c,i3S9EngKQ9EcIwe
1888,yJE50TIlPVXSio9,yeOJaBIeKtbrA98
627,adcBzgolxKQBJxL,SarWb0Fd3lfsiNQ
40,cAFikV3GboUXT2r,LMYToP0P39YvWjf
200,gsHCH0FzMs1kTS7,eeNZSjDBTbb9Ihn
1075,Ktm98FKBA1RpgH4,gb5tgNmfYFLF8gT
609,Pz1Aa7BEZ9ugWc7,xoStXtmb12KZu8Z
1553,ymSlh5wTZJz3UGl,voI5mMK0iwkgJ8d
1220,20hSC6xvlSpbqZb,TCMpXzGQjgLgp6J
102,Yg083neFyMPvbrp,kbej53QBK5c2ISF
1535,e0ZDV0lTOoBm2VT,2kIOZaXLxNSaP6Z
902,zoYOLMIwvKlpRnM,sjW0b9ZWtw8VIbU
760,sbYj5RN3NDNVyiJ,i1dKRjUG0hw0YxU
1846,rMG1ItZxMsInQtp,8WLD3fSH5oQbfuD
898,zCvE1RdE4NHO2mP,GYIAcaB2Dow38mA
1532,6UP1TH2i2hVvqK6,aC9PIy0yviODMzF
851,Kfyn3AFx3KEVCBP,RG08o7Obk1asCIJ
1340,tOFqYsBPJC8SXZJ,aaKr6T6qdqMoAZC
439,4jrigtSckXHJivf,OjVzLLCBSN0OrFm
646,RBx1YdSnv7dMeFY,0pCODCbbTijxmnX
1020,c9Xika4Np7U5Uf6,l69tNE95oNuD6gt
1947,9u5idH9iPAk7ukb,9RRQYPiC6PvyXd6
1856,UiN4ULykCbjIoIi,9D5mUGYOqPcia80
1333,3GpripCdlGTjPJH,Nvz12DOuu9jyJdo
553,NGoIor6tlwmyOtn,7IufW1mExuw3Y0P
1909,j0WAuS9AwSEnBhu,oL5RQ9PfAhZz3xT
1001,OOtxidLyVCpJjTN,dOvmZgGUs0Ugu1V
1929,II4eY2stTDJ8WRm,hiyZgKVd8szs0Il
1207,eYrR16FUBGxmt2S,gSV79ZbQjafvpSG
1627,dE59CUwy1j72trN,r1WffXbJ7WB0vZN
1933,5oWGEmvTJHMh7AG,ac7XbzSOxJ5nY8C
932,eiVvsjbOTFEStyQ,mutm0uPyZGgWjkp
936,oqD3MjNZLZqPfcV,c05zvNpbfhPYOV5
923,4EtYJG325mYvwga,g7E8whP1TH8WZev
1712,nMM4F7XR7aoUsfD,hlWfvJiRMhaBpwt
958,VOUyUfOFe80GNEB,eDxslBRMvc9bC7x
1219,ZKlaf4wYj6TanjU,mXk7R0XAx94ZOws
1482,XMBBJBJjnIq88pz,dSzMwbcFY0acOaf
1001,sk68atRGyMMttjz,FJkXXYtbO72X3cC
337,9jhTR8G04iPVgcD,PE86oqXjqhogsUY
419,0a4pUW9tlYXbJwA,xUO3xEDkcmeplra
748,xOW3hG8hZXYkVaO,tGzjtf0TT6F9mTL
771,RnyxyRrADwAGIP3,QV8NAYWez68RnTJ
122,3VoI1Jx7dWVPvh3,ra1tI3UzgZYwPHv
490,C1ZW3pigueemcSk,7rnacvpFODu4zBi
1572,V92tLdhodZq9d8f,XKkPt1n7ro8OTLZ
762,8JEL7vMVYwYIZrv,2Pubu7HJuHhHOd8
67,MLk1OGHD6nwGa36,lEsBrAXBmb6oWIh
1443,nzUuLrdAL8uCjQO,L3kuUty2ul2OLKi
1194,carVaMs0yyX8bU7,xKKQgcEAlgnJEVO
1055,YawXdC6hXAwLKuO,7NPqDkCQXn1eZyc
1303,AdvAMbDXzGpZx3z,njCWSNalvVADOMo
369,qMAmMlsKXfnG7jG,lqHT1EhnqxqQ7t4
1834,CSOfj7tGsy7kRWY,3BndCa6BYNW8BQM
1208,aW4YCWXA26fjlFp,0fKEcChYonpdW9z
329,6xqH0IABrtJGLr8,SMB4EV0Umb0Kn3Y
393,4AnELAo1WfrXZ7a,KWjeBpHxFlT45cJ
367,o5sC1O8tCBlPPfX,RX5qV337CVF2lmc
1974,xdUUgh8PsAQjb4j,fcuMhcLLbQAE5XH
1440,QQa4D2nJYVL5RbS,Wi6OeIW90pzBTkY
1956,waJDpfVuoiqywjN,o3MleonSXDjgvmM
1355,yK4G2clC9FhpnJO,beXccomGRxa54xv
945,cxKsCZA452RZK9z,HCtLipE67bO3lJc
46,XCdJvfvCtMhlf4I,pABXeXJqELLZLbp
777,LvMaDvOvpfpfGHg,BGrcpRqh6597rjN
760,U5N5LET0pJ7ydfu,YzGcIMsvdJpJCFs
773,37gt78QsBSW76fR,Sw1X9zSMUIo5HvY
288,B9E6GVukSYtB4eZ,8OCs5F2fzorKabZ
1091,eNqcHxPcbOTWDIO,nAhgtzqaErMIO5X
1555,GxKbPcn7OMrKyTA,vKE5YpyVAbZyRqE
496,9Phx5K9xOPFBtPo,FVTfnKq98NKcwfD
1655,PZacDcHQB21GgdN,ROy9LvDPQ5TDtKx
1622,VByZX71arYXkVgL,r6V2XJqMRDoL8JI
146,HgsrROGJ1iB7Jo8,gcS72289TeALh9O
472,MXyAlWeJxIlgq3U,nkH0hHGqPjUcFmA
284,lwmlYUjcf9DRzLB,MFvZO37jRcgmKyc
218,bpND2L3NAFVahTL,WM2HSbEdHIhe0fx
917,rYC8i5cunF7h8F1,gN9KWjkaDLeYaTt
1601,C0HMFQsK5mMkjvF,yoQpVbhPIlUqQOJ
1100,ghNufY9vhR9td2I,TDg6lTORO4EM0Rg
1109,1IIVD96TSRsdVXp,ZrgVilbKG6jd1Jy
706,wSseVfCKEDCZMBI,bChawn9XLWkd3uY
1321,pAx7hoFpLDvnCmq,rKRTczJwrIAq40m
925,GqsZ0NPKEWScagm,rNISGhoKEWtjDNw
356,Y5ttztnf5UHwvJ2,VMCIY5sBXcRWLYe
